label,text
0,CAS ASS SSS SSG SGA GAT ATG TGA GAN ANV NVL VLT LTF
0,CAS ASS SSS SSG SGT GTI TIG IGA GAN ANV NVL VLT LTF
0,CAS ASS SSS SSG SGT GTI TIN INT NTG TGE GEL ELF
0,CAS ASS SSS SSG SGT GTV TVN VNT NTG TGE GEL ELF
0,CAS ASS SSS SSG SGV GVS VSG SGA GAN ANV NVL VLT LTF
0,CAS ASS SSS SSI SIA IAT ATG TGA GAN ANV NVL VLT LTF
0,CAS ASS SSS SSL SLG LGQ GQL QLE LET ETQ TQY QYF
0,CAS ASS SSS SSR SRG RGQ GQL QLD LDT DTQ TQY QYF
0,CAS ASS SSS SSS SSG SGQ GQL QLD LDE DEQ EQF
0,CAS ASS SSS SST STD TDT DTG TGA GAN ANV NVL VLT LTF
0,CAS ASS SST STG TGT GTS TSN SNT NTG TGE GEL ELF
0,CAS ASS SSY SYR YRG RGQ GQL QLN LNE NEQ EQF
0,CAS ASS SSY SYV YVG VGQ GQL QLD LDE DEQ EQF
0,CAS AST STT TTG TGT GTI TIG IGN GNQ NQP QPQ PQH QHF
0,CAT ATT TTV TVG VGV GVI VIG IGN GNQ NQP QPQ PQH QHF
1,CAS AST STP TPG PGD GDE DEQ EQF QFF
1,CAS ASS SSF SFP FPD PDT DTQ TQY QYF
1,CAS AST STP TPW PWG WGA GAE AEA EAF AFF
1,CAS ASS SSP SPI PIS ISN SNE NEQ EQF QFF
1,CAS ASS SSP SPV PVS VSN SNE NEQ EQF QFF
1,CAS ASS SSP SPG PGT GTP TPR PRD RDE DEQ EQF QFF
1,CAS ASS SSS SSG SGQ GQK QKN KNT NTE TEA EAF AFF
1,CAS ASS SSE SEP EPH PHS HSD SDT DTQ TQY QYF
1,CAS ASS SSE SEV EVE VET ETD TDT DTQ TQY QYF
1,CAS ASS SSE SES ESA SAG AGT GTG TGS GSY SYE YEQ EQY QYF
1,CAS ASS SSE SES ESG SGG GGT GTG TGT GTY TYE YEQ EQY QYF
1,CAS ASS SSE SES ESS SSD SDV DVY VYG YGY GYT YTF
1,CAS ASS SSE SES EST STG TGF GFD FDG DGY GYT YTF
1,CAA AAR ARP RPE PEY EYP YPV PVY VYE YEQ EQY QYF
1,CAI AIS ISA SAG AGP GPQ PQV QVE VET ETQ TQY QYF
1,CAI AIS ISE SEE EET ETP TPN PNT NTE TEA EAF AFF
1,CAI AIS ISE SES EST STP TPN PNT NTE TEA EAF AFF
1,CAI AIS ISG SGF GFG FGQ GQG QGD GDT DTE TEA EAF AFF
1,CAI AIS IST STD TDL DLP LPN PNT NTE TEA EAF AFF
1,CAI AIS IST STG TGE GET ETL TLQ LQE QET ETQ TQY QYF
1,CAI AIT ITT TTD TDN DNP NPN PNT NTE TEA EAF AFF
1,CAS ASE SEP EPY PYP YPN PNE NEQ EQF QFF
1,CAS ASS SSL SLG LGG GGV GVN VNV NVE VEA EAF AFF
1,CAS ASS SSS SSR SRH RHP HPD PDT DTE TEA EAF AFF
1,CAS ASS SSL SLD LDL DLP LPD PDS DSP SPL PLH LHF
1,CAS ASS SSL SLD LDV DVP VPD PDT DTE TEA EAF AFF
1,CAS ASS SSL SLG LGI GIP IPS PSS SSY SYE YEQ EQY QYF
1,CAS ASS SSL SLG LGI GIP IPT PTG TGY GYE YEQ EQY QYF
1,CAS ASS SSL SLV LVD VDF DFP FPG PGL GLA LAG AGG GGQ GQG QGY GYN YNE NEQ EQF QFF
1,CAS ASS SSW SWG WGK GKI KIT ITE TEA EAF AFF
1,CAS AST STP TPF PFR FRG RGG GGR GRG RGA GAN ANV NVL VLT LTF
1,CAS ASS SSA SAG AGL GLA LAA AAS AST STD TDT DTQ TQY QYF
1,CAS ASS SSG SGW GWD WDN DNE NEQ EQF QFF
1,CAS ASS SSH SHW HWD WDG DGM GMA MAT ATF
1,CAS ASS SSL SLE LEL ELG LGG GGV GVG VGV GVD VDE DEQ EQY QYF
1,CAS ASS SSP SPW PWD WDG DGT GTQ TQY QYF
1,CAS ASS SSR SRW RWE WEN ENE NEQ EQF QFF
1,CAS ASS SSS SSW SWA WAD ADT DTQ TQY QYF
1,CAS ASS SSS SSW SWE WED EDT DTQ TQY QYF
1,CAS ASS SSS SSW SWN WNN NNE NEQ EQF QFF
1,CAS ASR SRC RCP CPD PDR DRG RGQ GQG QGY GYE YEQ EQY QYF
1,CAS ASR SRD RDT DTG TGT GTA TAH AHG HGY GYT YTF
1,CAS ASS SSF SFT FTA TAG AGN GNT NTD TDT DTQ TQY QYF
1,CAS ASS SSL SLT LTH THL HLS LSY SYG YGY GYT YTF
1,CAS ASS SSP SPG PGT GTA TAN ANL NLY LYG YGY GYT YTF
1,CAS ASS SSY SYR YRA RAS ASG SGA GAN ANV NVL VLT LTF
1,CAS AST STD TDD DDR DRP RPN PNT NTE TEA EAF AFF
1,CAT ATS TSP SPV PVV VVP VPG PGI GIG IGE GEL ELF LFF
1,CAS ASG SGD GDP DPE PED EDK DKP KPS PSD SDE DEQ EQF QFF
1,CAS ASS SSL SLG LGT GTV TVM VMA MAL ALK LKS KSS SSY SYE YEQ EQY QYF
1,CAS ASS SSQ SQD QDF DFL FLN LNT NTG TGF GFL FLY LYN YNE NEQ EQF QFF
1,CAS ASS SSQ SQD QDW DWE WEQ EQG QGG GGE GEL ELF LFF
1,CAS ASS SSQ SQE QEW EWS WSD SDR DRG RGW GWQ WQF QFF
1,CAS ASS SSQ SQL QLA LAY AYS YSY SYN YNE NEQ EQF QFF
1,CAT ATS TSA SAE AEN ENE NEK EKL KLF LFF
1,CAT ATS TSS SSE SES ESY SYF YFN FNG NGY GYT YTF
1,CAT ATS TST STE TEN ENL NLG LGS GSP SPN PNT NTE TEA EAF AFF
1,CAS ASR SRG RGT GTG TGI GIG IGT GTG TGE GEL ELF LFF
1,CAS ASS SSA SAS ASG SGQ GQA QAY AYE YEQ EQY QYF
1,CAS ASS SSI SIA IAG AGV GVA VAY AYE YEQ EQY QYF
1,CAS ASS SSI SIP IPY PYN YNE NEQ EQF QFF
1,CAS ASS SST STA TAG AGI GIG IGY GYN YNE NEQ EQF QFF
1,CAS ASS SSD SDF DFY FYG YGP GPY PYE YEQ EQY QYF
1,CAS ASS SSD SDG DGP GPG PGS GST STR TRP RPE PEY EYF
1,CAS ASS SSD SDG DGT GTS TSG SGD GDK DKE KET ETQ TQY QYF
1,CAS ASS SSD SDG DGT GTS TSG SGP GPQ PQE QET ETQ TQY QYF
1,CAS ASS SSD SDW DWS WSD SDT DTQ TQY QYF
1,CAS ASS SSE SEA EAG AGG GGA GAF AFS FSY SYE YEQ EQY QYF
1,CAS ASS SSE SEA EAG AGL GLV LVN VNP NPY PYQ YQE QET ETQ TQY QYF
1,CAS ASS SSE SEG EGG GGT GTP TPP PPE PES ESL SLF LFF
1,CAS ASS SSE SEG EGL GLA LAG AGA GAY AYE YEQ EQY QYF
1,CAS ASS SSE SEI EIG IGF GFS FSG SGA GAN ANV NVL VLT LTF
1,CAS ASS SSG SGV GVE VEP EPG PGS GSP SPL PLH LHF
1,CAT ATS TST STW TWA WAT ATE TEQ EQF QFF
1,CAV AVG VGR GRW RWD WDN DNE NEQ EQY QYF
1,CAT ATS TSD SDQ DQT QTV TVQ VQP QPQ PQH QHF
1,CAT ATS TSD SDR DRW RWT WTG TGE GEI EIS IST STE TEA EAF AFF
1,CAT ATS TSD SDS DSG SGQ GQA QAF AFA FAD ADT DTQ TQY QYF
1,CAT ATS TSD SDW DWG WGL GLN LNT NTG TGE GEL ELF LFF
1,CAS AST STL TLG LGD GDE DEQ EQY QYF
1,CAI AID IDA DAG AGA GAG AGE GEQ EQY QYF
1,CAS ASA SAA AAG AGR GRY RYG YGY GYT YTF
1,CAS ASA SAK AKG KGK GKN KNE NEQ EQF QFF
1,CAS ASE SER ERG RGR GRG RGE GEA EAF AFF
1,CAS ASR SRQ RQG QGL GLD LDT DTQ TQY QYF
1,CAS ASR SRR RRG RGQ GQE QEK EKL KLF LFF
1,CAS ASS SSA SAG AGA GAY AYE YEQ EQY QYF
1,CAS ASS SSA SAG AGD GDE DEQ EQY QYF
1,CAS ASS SSA SAP APR PRE RET ETQ TQY QYF
1,CAS ASS SSD SDR DRA RAN ANE NEQ EQF QFF
1,CAS ASS SSE SEG EGL GLA LAY AYG YGY GYT YTF
1,CAS ASS SSE SEG EGL GLG LGL GLG LGY GYT YTF
1,CAS ASS SSE SEG EGR GRL RLE LEQ EQY QYF
1,CAS ASS SSE SEG EGR GRN RNE NEQ EQY QYF
1,CAS ASS SSE SEL ELD LDF DFQ FQE QET ETQ TQY QYF
1,CAS ASS SSE SEP EPR PRE RET ETQ TQY QYF
1,CAS ASS SSE SEV EVL VLF LFE FEQ EQF QFF
1,CAS ASS SSE SEV EVV VVF VFE FEQ EQF QFF
1,CAS ASS SSF SFG FGD GDT DTQ TQY QYF
1,CAS ASS SSL SLA LAV AVD VDE DEQ EQY QYF
1,CAS ASS SSP SPG PGD GDE DEQ EQY QYF
1,CAS ASS SSP SPG PGD GDT DTQ TQY QYF
1,CAS ASS SSP SPL PLT LTL TLT LTG TGE GEL ELF LFF
1,CAS ASS SSR SRG RGA GAK AKL KLW LWG WGY GYT YTF
1,CAS ASS SSV SVA VAT ATD TDE DEQ EQF QFF
1,CAS ASS SSV SVG VGK GKH KHE HEA EAF AFF
1,CAS AST STH THG HGD GDE DEQ EQF QFF
1,CAS AST STL TLG LGE GEG EGL GLG LGY GYT YTF
1,CAS AST STP TPG PGD GDE DEQ EQY QYF
1,CAS AST STQ TQG QGD GDE DEQ EQF QFF
1,CAS AST STS TSG SGA GAY AYE YEQ EQY QYF
1,CAS AST STS TSG SGD GDE DEQ EQF QFF
1,CAS AST STT TTG TGD GDE DEQ EQF QFF
1,CAS AST STV TVG VGT GTG TGE GEL ELF LFF
1,CAT ATS TSP SPG PGD GDE DEQ EQY QYF
1,CAV AVT VTA TAG AGD GDE DEQ EQF QFF
1,CAS ASR SRE RET ETS TST STD TDT DTQ TQY QYF
1,CAS ASS SSF SFN FNV NVQ VQG QGG GGG GGD GDT DTQ TQY QYF
1,CAS ASS SSL SLA LAQ AQG QGR GRT RTE TEA EAF AFF
1,CAS ASS SSL SLS LSE SEI EIS ISY SYE YEQ EQY QYF
1,CAS ASS SSL SLS LSE SEV EVG VGL GLH LHE HEQ EQY QYF
1,CAS ASS SSL SLS LSE SEV EVG VGY GYE YEQ EQY QYF
1,CAS ASS SSQ SQG QGN GNR NRE RET ETQ TQY QYF
1,CAS ASS SSS SSL SLG LGL GLG LGP GPP PPS PST STD TDT DTQ TQY QYF
1,CAS ASS SSW SWL WLA LAP APS PSY SYN YNE NEQ EQF QFF
1,CAS ASS SSP SPI PIS ISN SNE NEQ EQY QYF
1,CAS ASR SRG RGL GLK LKG KGP GPG PGQ GQP QPQ PQH QHF
1,CAS ASR SRP RPT PTG TGG GGF GFD FDN DNS NSP SPL PLH LHF
1,CAS ASR SRP RPT PTL TLY LYS YSN SNQ NQP QPQ PQH QHF
1,CAS ASR SRQ RQT QTL TLS LSS SSG SGN GNT NTI TIY IYF
1,CAS ASR SRR RRQ RQV QVF VFN FNS NSP SPL PLH LHF
1,CAS ASS SSF SFE FEG EGT GTS TSP SPS PSY SYE YEQ EQY QYF
1,CAS ASS SSF SFG FGT GTG TGR GRQ RQF QFF
1,CAS ASS SSF SFL FLQ LQG QGD GDI DII IIM IMG MGY GYN YNE NEQ EQF QFF
1,CAS ASS SSF SFP FPA PAD ADR DRG RGS GSW SWG WGN GNE NEQ EQF QFF
1,CAS ASS SSF SFP FPG PGG GGR GRA RAT ATE TES ESS SSY SYN YNE NEQ EQF QFF
1,CAS ASS SSF SFP FPG PGG GGV GVS VSP SPG PGQ GQG QGS GSY SYN YNE NEQ EQF QFF
1,CAS ASS SSF SFY FYL YLA LAE AEQ EQF QFF
1,CAS ASS SSG SGL GLG LGL GLA LAF AFS FSY SYE YEQ EQY QYF
1,CAS ASS SSG SGL GLS LSL SLT LTL TLV LVE VEQ EQY QYF
1,CAS ASS SSG SGT GTQ TQG QGE GEH EHT HTE TEA EAF AFF
1,CAS ASS SSL SLF LFD FDG DGS GSE SEQ EQY QYF
1,CAS ASS SSL SLF LFE FEG EGF GFG FGN GNT NTI TIY IYF
1,CAS ASS SSL SLF LFT FTL TLA LAG AGE GEQ EQY QYF
1,CAS ASS SSL SLG LGQ GQK QKN KNT NTE TEA EAF AFF
1,CAS ASS SSL SLI LIS ISL SLT LTN TNE NEQ EQF QFF
1,CAS ASS SSL SLL LLD LDS DSL SLK LKN KNI NIQ IQY QYF
1,CAS ASS SSL SLN LNA NAG AGN GNT NTE TEA EAF AFF
1,CAS ASS SSL SLW LWD WDS DSY SYT YTF
1,CAS ASS SSP SPL PLS LSH SHT HTS TSS SSY SYN YNE NEQ EQF QFF
1,CAS ASS SSP SPL PLT LTQ TQT QTP TPS PSY SYN YNE NEQ EQF QFF
1,CAS ASS SSP SPP PPG PGG GGG GGE GEK EKL KLF LFF
1,CAS ASS SSP SPV PVS VSQ SQG QGV GVR VRY RYN YNE NEQ EQF QFF
1,CAS ASS SSS SSA SAH AHP HPN PNT NTE TEA EAF AFF
1,CAS ASS SSS SSA SAS ASP SPS PSW SWD WDE DEQ EQF QFF
1,CAS ASS SSS SSG SGQ GQR QRN RNS NSP SPL PLH LHF
1,CAS ASS SSS SSP SPP PPV PVG VGG GGG GGN GNE NEQ EQF QFF
1,CAS ASS SSS SSS SSA SAS ASG SGR GRA RAL ALY LYE YEQ EQY QYF
1,CAS ASS SSS SSS SSR SRV RVG VGR GRE RET ETQ TQY QYF
1,CAS ASS SST STP TPD PDR DRH RHT HTS TSG SGN GNT NTI TIY IYF
1,CAS ASS SST STP TPG PGT GTL TLS LSV SVR VRY RYG YGY GYT YTF
1,CAS AST STP TPT PTQ TQL QLD LDY DYE YEQ EQY QYF
1,CAS AST STQ TQT QTS TSE SEN ENN NNE NEQ EQF QFF
1,CAS ASS SSQ SQE QEA EAW AWL WLA LAG AGG GGH GHP HPT PTL TLK LKE KET ETQ TQY QYF
1,CAS ASS SSH SHE HED EDR DRG RGH GHF HFW FWE WET ETQ TQY QYF
1,CAS ASS SSP SPA PAL ALT LTG TGL GLS LSY SYE YEQ EQY QYF
1,CAS ASS SSP SPD PDR DRR RRG RGS GSG SGA GAN ANV NVL VLT LTF
1,CAS ASS SSP SPS PSR SRT RTG TGL GLS LSY SYE YEQ EQY QYF
1,CAS ASS SSP SPY PYG YGV GVA VAG AGD GDG DGE GET ETQ TQY QYF
1,CAS ASS SSQ SQD QDR DRR RRG RGT GTG TGA GAN ANV NVL VLT LTF
1,CAS ASS SSQ SQA QAM AMD MDR DRL RLN LNT NTE TEA EAF AFF
1,CAS ASS SSQ SQA QAW AWV WVA VAG AGE GET ETQ TQY QYF
1,CAS ASS SSQ SQD QDI DIA IAT ATG TGV GVG VGY GYN YNE NEQ EQF QFF
1,CAS ASS SSQ SQE QEG EGA GAG AGF GFA FAD ADT DTQ TQY QYF
1,CAS ASS SSQ SQE QER ERP RPG PGD GDT DTQ TQY QYF
1,CAS ASS SSQ SQE QES ESY SYL YLT LTY TYE YEQ EQY QYF
1,CAS ASS SSQ SQG QGE GEI EIG IGV GVR VRN RNE NEQ EQF QFF
1,CAS ASS SSQ SQI QID IDS DSN SNQ NQP QPQ PQH QHF
1,CAS ASS SSQ SQV QVN VNS NSN SNQ NQP QPQ PQH QHF
1,CAS ASA SAP APG PGP GPG PGG GGT GTE TEA EAF AFF
1,CAS ASS SSA SAW AWD WDN DNE NEQ EQF QFF
1,CAS ASS SSH SHI HIQ IQG QGA GAG AGE GEL ELF LFF
1,CAS ASS SSL SLF LFW FWG WGL GLT LTE TEA EAF AFF
1,CAS ASS SSQ SQA QAP APA PAG AGG GGP GPG PGL GLG LGT GTD TDT DTQ TQY QYF
1,CAS ASS SSQ SQD QDE DEI EIA IAY AYN YNE NEK EKL KLF LFF
1,CAS ASS SSQ SQD QDF DFF FFE FET ETA TAA AAQ AQF QFF
1,CAS ASS SSQ SQD QDF DFS FSG SGE GEK EKL KLF LFF
1,CAS ASS SSQ SQD QDF DFS FSV SVA VAG AGD GDS DSL SLF LFG FGA GAN ANV NVL VLT LTF
1,CAS ASS SSQ SQD QDI DIF IFG FGQ GQG QGL GLF LFS FSG SGA GAN ANV NVL VLT LTF
1,CAS ASS SSQ SQD QDI DIL ILG LGM GMD MDS DSL SLF LFS FSG SGA GAN ANV NVL VLT LTF
1,CAS ASS SSQ SQD QDI DIS ISG SGG GGL GLL LLS LSD SDT DTQ TQY QYF
1,CAS ASS SSQ SQD QDL DLA LAG AGG GGL GLL LLS LSD SDT DTQ TQY QYF
1,CAS ASS SSQ SQD QDL DLA LAG AGG GGL GLL LLS LSY SYE YEQ EQY QYF
1,CAS ASS SSQ SQD QDL DLG LGA GAG AGQ GQL QLL LLS LSY SYE YEQ EQY QYF
1,CAS ASS SSQ SQD QDL DLP LPG PGT GTG TGG GGL GLF LFS FSG SGN GNT NTI TIY IYF
1,CAS ASS SSQ SQD QDL DLS LSG SGQ GQL QLL LLA LAD ADE DEQ EQY QYF
1,CAS ASS SSQ SQD QDP DPV PVN VNT NTE TEA EAF AFF
1,CAS ASS SSQ SQD QDQ DQM QMD MDR DRD RDS DSL SLF LFS FSG SGA GAN ANV NVL VLT LTF
1,CAS ASS SSQ SQD QDT DTG TGG GGQ GQG QGS GSL SLL LLD LDN DNE NEQ EQF QFF
1,CAS ASS SSQ SQD QDV DVL VLE LEE EED EDS DSL SLF LFS FSG SGA GAN ANV NVL VLT LTF
1,CAS ASS SSQ SQD QDW DWG WGT GTG TGN GNL NLF LFS FSG SGA GAN ANV NVL VLT LTF
1,CAS ASS SSQ SQE QEG EGQ GQK QKN KNE NEK EKL KLF LFF
1,CAS ASS SSQ SQE QEL ELA LAE AET ETY TYE YEQ EQY QYF
1,CAS ASS SSQ SQE QEW EWA WAE AET ETY TYE YEQ EQY QYF
1,CAS ASS SSQ SQV QVD VDL DLR LRY RYE YEQ EQF QFF
1,CAS ASS SSQ SQV QVD VDL DLS LSY SYE YEQ EQY QYF
1,CAS ASS SSQ SQV QVD VDS DSR SRL RLV LVQ VQV QVG VGN GNE NEQ EQF QFF
1,CAS ASS SSQ SQV QVF VFP FPP PPP PPS PSQ SQY QYF
1,CAS ASS SSQ SQY QYW YWG WGS GSG SGE GEQ EQY QYF
1,CAS ASS SSL SLE LEA EAW AWD WDE DEQ EQF QFF
1,CAS ASS SSL SLG LGD GDY DYS YSI SIV IVE VET ETQ TQY QYF
1,CAS ASS SSL SLT LTV TVP VPG PGA GAG AGE GEL ELF LFF
1,CAS ASS SSP SPE PEG EGG GGR GRT RTG TGE GEL ELF LFF
1,CAS ASS SSP SPG PGE GES ESY SYE YEQ EQY QYF
1,CAS ASQ SQD QDF DFY FYN YNE NEQ EQF QFF
1,CAS ASS SSF SFQ FQG QGE GEA EAD ADT DTQ TQY QYF
1,CAS ASS SSL SLD LDA DAA AAY AYG YGN GNT NTE TEA EAF AFF
1,CAS ASS SSL SLD LDL DLS LST STN TNE NEK EKL KLF LFF
1,CAS ASS SSL SLF LFT FTG TGR GRP RPY PYE YEQ EQY QYF
1,CAS ASS SSL SLG LGI GIG IGA GAP APA PAG AGE GEL ELF LFF
1,CAS ASS SSR SRN RNL NLE LET ETG TGE GEL ELF LFF
1,CAG AGD GDS DSW SWN WNN NNE NEQ EQF QFF
1,CAG AGS GSL SLF LFL FLS LSY SYE YEQ EQY QYF
1,CAS ASA SAA AAQ AQG QGA GAP APN PNE NEK EKL KLF LFF
1,CAS ASM SMT MTG TGQ GQK QKN KNS NSP SPL PLH LHF
1,CAS ASN SNP NPT PTG TGG GGL GLE LET ETQ TQY QYF
1,CAS ASQ SQL QLT LTG TGA GAP APN PNT NTE TEA EAF AFF
1,CAS ASQ SQP QPG PGQ GQK QKN KNT NTE TEA EAF AFF
1,CAS ASR SRD RDG DGT GTP TPN PNT NTE TEA EAF AFF
1,CAS ASR SRW RWT WTS TSG SGG GGN GNE NEQ EQF QFF
1,CAS ASS SSA SAG AGT GTP TPG PGD GDT DTQ TQY QYF
1,CAS ASS SSA SAQ AQG QGA GAP APN PNS NSP SPL PLH LHF
1,CAS ASS SSA SAV AVT VTW TWE WEP EPQ PQH QHF
1,CAS ASS SSE SEF EFL FLT LTY TYE YEQ EQY QYF
1,CAS ASS SSF SFV FVG VGG GGE GEQ EQF QFF
1,CAS ASS SSG SGD GDN DNY NYN YNS NSP SPL PLH LHF
1,CAS ASS SSG SGG GGQ GQK QKN KNE NEK EKL KLF LFF
1,CAS ASS SSI SIG IGQ GQG QGL GLY LYG YGY GYT YTF
1,CAS ASS SSL SLQ LQG QGP GPT PTE TEA EAF AFF
1,CAS ASS SSL SLQ LQP QPA PAP APD PDS DSP SPL PLH LHF
1,CAS ASS SSL SLV LVG VGR GRT RTE TEA EAF AFF
1,CAS ASS SSM SMG MGQ GQK QKN KNQ NQP QPQ PQH QHF
1,CAS ASS SSP SPD PDV DVG VGN GNT NTI TIY IYF
1,CAS ASS SSP SPI PIA IAV AVS VSP SPT PTD TDT DTQ TQY QYF
1,CAS ASS SSP SPV PVG VGG GGG GGY GYT YTF
1,CAS ASS SSQ SQG QGT GTP TPR PRD RDE DEQ EQY QYF
1,CAS ASS SSQ SQN QNS NSG SGN GNT NTD TDT DTQ TQY QYF
1,CAS ASS SSS SSG SGI GIP IPK PKY KYN YNE NEQ EQF QFF
1,CAS ASS SSS SSG SGL GLT LTN TNT NTE TEA EAF AFF
1,CAS ASS SSS SSG SGQ GQH QHN HNS NSP SPL PLH LHF
1,CAS ASS SSS SSG SGQ GQK QKN KNE NEK EKL KLF LFF
1,CAS ASS SSS SSP SPQ PQG QGG GGL GLL LLD LDS DSP SPL PLH LHF
1,CAS ASS SST STG TGQ GQK QKN KNE NEK EKL KLF LFF
1,CAS ASS SST STG TGQ GQK QKN KNT NTE TEA EAF AFF
1,CAS ASS SST STP TPI PIG IGG GGL GLL LLD LDN DNE NEQ EQF QFF
1,CAS ASS SSW SWG WGQ GQH QHN HNS NSP SPL PLH LHF
1,CAS ASS SSY SYA YAP APN PNN NNE NEQ EQF QFF
1,CAS ASS SSY SYG YGL GLA LAG AGE GEE EEE EEY EYF
1,CAS ASS SSY SYG YGT GTG TGG GGA GAD ADH DHY HYG YGY GYT YTF
1,CAS ASS SSY SYG YGT GTP TPG PGD GDE DEQ EQY QYF
1,CAS ASS SSY SYG YGW GWD WDE DEQ EQF QFF
1,CAS ASS SSY SYN YNL NLG LGP GPN PNN NNE NEQ EQF QFF
1,CAS ASS SSY SYN YNS NSA SAN ANN NNE NEK EKL KLF LFF
1,CAS ASS SSY SYS YSA SAL ALA LAG AGD GDA DAD ADT DTQ TQY QYF
1,CAS ASS SSY SYS YSG SGL GLG LGT GTG TGE GED EDG DGY GYT YTF
1,CAS ASS SSY SYS YSG SGS GSR SRN RNE NEK EKL KLF LFF
1,CAS ASS SSY SYS YSL SLT LTG TGN GNT NTE TEA EAF AFF
1,CAS ASS SSY SYS YSP SPL PLD LDG DGN GNT NTE TEA EAF AFF
1,CAS ASS SSY SYV YVG VGG GGD GDY DYT YTF
1,CAS ASS SSY SYV YVG VGG GGG GGY GYT YTF
1,CAS ASS SSY SYW YWG WGT GTT TTG TGE GEL ELF LFF
1,CAS ASS SSY SYY YYD YDL DLA LAG AGT GTY TYN YNE NEQ EQF QFF
1,CAS AST STP TPG PGQ GQK QKN KNT NTE TEA EAF AFF
1,CAS AST STT TTG TGQ GQK QKN KNT NTE TEA EAF AFF
1,CAT ATG TGQ GQG QGI GIF IFN FNS NSP SPL PLH LHF
1,CAT ATT TTS TSG SGQ GQK QKN KNT NTE TEA EAF AFF
1,CAS ASS SSY SYP YPP PPP PPE PEQ EQY QYF
1,CAS ASD SDS DSG SGA GAP APY PYN YNE NEQ EQF QFF
1,CAS ASG SGL GLA LAG AGP GPN PNE NEQ EQF QFF
1,CAS ASG SGM GMF MFS FSG SGS GSY SYN YNE NEQ EQF QFF
1,CAS ASN SNG NGQ GQA QAW AWT WTY TYE YEQ EQY QYF
1,CAS ASR SRW RWG WGL GLA LAG AGE GEL ELF LFF
1,CAS ASR SRW RWG WGL GLG LGG GGE GEL ELF LFF
1,CAS ASS SSA SAA AAT ATP TPN PNT NTE TEA EAF AFF
1,CAS ASS SSF SFG FGG GGW GWS WSG SGE GEQ EQY QYF
1,CAS ASS SSL SLE LET ETP TPN PNN NNE NEQ EQF QFF
1,CAS ASS SSP SPP PPD PDR DRD RDR DRS RSG SGA GAN ANV NVL VLT LTF
1,CAS ASS SSQ SQA QAT ATP TPN PNT NTE TEA EAF AFF
